episode,steps,return,success,target,start_bin,delivered_bin,designer_bonus,intervention_kind,interventions_total,wallclock_s,global_step
108,1,-0.188,0,B,9,17,0.0,stuck,55,525.4,17043
109,300,-50.844,0,B,17,17,0.0,,55,537.7,17343
110,1,-0.159,0,B,17,18,0.0,stuck,56,537.7,17344
111,300,-46.303,0,B,18,18,0.0,,56,550.4,17644
112,1,-0.156,0,B,18,8,0.0,stuck,57,550.5,17645
113,300,-58.065,0,B,8,8,0.0,,57,563.1,17945
114,1,-0.218,0,B,8,18,0.0,stuck,58,563.1,17946
115,300,-53.55,0,B,18,18,0.0,,58,575.8,18246
116,1,-0.156,0,B,18,18,0.0,stuck,59,575.9,18247
117,300,-47.301,0,B,18,18,0.0,,59,588.9,18547
118,1,-0.157,0,B,18,16,0.0,stuck,60,588.9,18548
119,300,-53.627,0,B,16,16,0.0,,60,601.9,18848
120,1,-0.206,0,B,16,8,0.0,stuck,61,602.0,18849
121,300,-56.391,0,B,8,8,0.0,,61,614.7,19149
122,1,-0.22,0,B,8,17,0.0,stuck,62,614.7,19150
123,300,-53.322,0,B,17,17,0.0,,62,627.7,19450
124,1,-0.187,0,B,17,25,0.0,stuck,63,627.8,19451
125,300,-53.182,0,B,25,25,0.0,,63,640.7,19751
126,1,-0.185,0,B,25,17,0.0,stuck,64,640.8,19752
127,300,-51.526,0,B,17,17,0.0,,64,653.2,20052
128,1,-0.19,0,B,17,8,0.0,stuck,65,653.2,20053
129,300,-55.372,0,B,8,8,0.0,,65,666.1,20353
130,1,-0.213,0,B,8,8,0.0,stuck,66,666.2,20354
131,300,-70.499,0,B,8,8,0.0,,66,679.1,20654
132,1,-0.217,0,B,8,16,0.0,stuck,67,679.1,20655
133,300,-56.409,0,B,16,16,0.0,,67,692.1,20955
134,1,-0.204,0,B,16,8,0.0,stuck,68,692.1,20956
135,300,-57.07,0,B,8,8,0.0,,68,705.1,21256
136,1,-0.211,0,B,8,16,0.0,stuck,69,705.2,21257
137,300,-61.941,0,B,16,16,0.0,,69,718.1,21557
138,1,-0.213,0,B,16,8,0.0,stuck,70,718.1,21558
139,154,-32.005,0,B,8,17,0.0,escape,71,724.5,21712
140,300,-61.067,0,B,17,17,0.0,,71,737.5,22012
141,1,-0.169,0,B,17,9,0.0,stuck,72,737.6,22013
142,300,-61.434,0,B,9,0,0.0,,72,750.4,22313
143,119,-21.256,0,B,0,9,0.0,stuck,73,755.6,22432
144,300,-73.245,0,B,9,9,0.0,,73,768.7,22732
145,300,-49.723,0,B,9,2,0.0,,73,781.6,23032
146,242,-34.506,0,B,2,9,0.0,escape,74,792.0,23274
147,300,-47.774,0,B,9,1,0.0,,74,805.1,23574
148,86,-13.139,0,B,1,17,0.0,stuck,75,808.7,23660
149,300,-54.971,0,B,17,16,0.0,,75,821.5,23960
150,247,-47.77,0,B,16,9,0.0,stuck,76,832.1,24207
151,300,-51.725,0,B,9,9,0.0,,76,844.8,24507
152,1,-0.193,0,B,9,9,0.0,stuck,77,844.8,24508
153,300,-52.265,0,B,9,8,0.0,,77,857.6,24808
154,187,-35.11,0,B,8,17,0.0,stuck,78,865.7,24995
155,300,-50.044,0,B,17,17,0.0,,78,941.9,25295
156,1,-0.165,0,B,17,18,0.0,stuck,79,942.0,25296
157,300,-47.083,0,B,18,18,0.0,,79,954.9,25596
158,1,-0.157,0,B,18,16,0.0,stuck,80,954.9,25597
159,300,-55.986,0,B,16,16,0.0,,80,968.2,25897
160,1,-0.207,0,B,16,9,0.0,stuck,81,968.3,25898
161,300,-46.574,0,B,9,9,0.0,,81,981.2,26198
162,1,-0.162,0,B,9,25,0.0,stuck,82,981.3,26199
163,300,-56.613,0,B,25,25,0.0,,82,994.1,26499
164,1,-0.201,0,B,25,9,0.0,stuck,83,994.2,26500
165,300,-48.953,0,B,9,9,0.0,,83,1007.2,26800
166,1,-0.175,0,B,9,8,0.0,stuck,84,1007.2,26801
167,300,-59.531,0,B,8,8,0.0,,84,1020.5,27101
168,1,-0.22,0,B,8,9,0.0,stuck,85,1020.5,27102
169,300,-46.396,0,B,9,9,0.0,,85,1033.8,27402
170,1,-0.166,0,B,9,17,0.0,stuck,86,1033.9,27403
171,300,-50.741,0,B,17,17,0.0,,86,1046.8,27703
172,1,-0.18,0,B,17,1,0.0,stuck,87,1046.8,27704
173,300,-46.616,0,B,1,1,0.0,,87,1059.8,28004
174,1,-0.177,0,B,1,10,0.0,stuck,88,1059.9,28005
175,300,-45.485,0,B,10,10,0.0,,88,1072.9,28305
176,1,-0.158,0,B,10,1,0.0,stuck,89,1073.0,28306
177,300,-50.284,0,B,1,1,0.0,,89,1085.9,28606
178,1,-0.191,0,B,1,25,0.0,stuck,90,1085.9,28607
179,300,-55.334,0,B,25,25,0.0,,90,1098.9,28907
180,1,-0.19,0,B,25,9,0.0,stuck,91,1098.9,28908
181,300,-52.287,0,B,9,9,0.0,,91,1112.0,29208
182,1,-0.194,0,B,9,17,0.0,stuck,92,1112.0,29209
183,300,-53.353,0,B,17,17,0.0,,92,1125.1,29509
184,1,-0.174,0,B,17,9,0.0,stuck,93,1125.1,29510
185,300,-49.095,0,B,9,9,0.0,,93,1138.1,29810
186,1,-0.168,0,B,9,8,0.0,stuck,94,1138.2,29811
187,300,-61.48,0,B,8,8,0.0,,94,1151.2,30111
188,1,-0.211,0,B,8,8,0.0,stuck,95,1151.3,30112
189,300,-59.511,0,B,8,8,0.0,,95,1164.4,30412
190,1,-0.202,0,B,8,17,0.0,stuck,96,1164.4,30413
191,300,-51.79,0,B,17,17,0.0,,96,1177.3,30713
192,1,-0.165,0,B,17,8,0.0,stuck,97,1177.3,30714
193,300,-56.517,0,B,8,8,0.0,,97,1190.6,31014
194,1,-0.219,0,B,8,9,0.0,stuck,98,1190.6,31015
195,300,-48.05,0,B,9,9,0.0,,98,1204.2,31315
196,1,-0.186,0,B,9,8,0.0,stuck,99,1204.2,31316
197,300,-55.591,0,B,8,8,0.0,,99,1217.2,31616
198,1,-0.218,0,B,8,17,0.0,stuck,100,1217.3,31617
199,300,-46.368,0,B,17,17,0.0,,100,1230.5,31917
200,1,-0.18,0,B,17,17,0.0,stuck,101,1230.6,31918
201,300,-47.043,0,B,17,17,0.0,,101,1244.0,32218
202,1,-0.179,0,B,17,8,0.0,stuck,102,1244.0,32219
203,300,-53.931,0,B,8,8,0.0,,102,1257.0,32519
204,1,-0.209,0,B,8,18,0.0,stuck,103,1257.1,32520
205,300,-46.359,0,B,18,18,0.0,,103,1270.3,32820
206,1,-0.156,0,B,18,9,0.0,stuck,104,1270.3,32821
207,300,-52.153,0,B,9,9,0.0,,104,1283.5,33121
208,1,-0.189,0,B,9,17,0.0,stuck,105,1283.5,33122
209,300,-56.994,0,B,17,17,0.0,,105,1296.6,33422
210,1,-0.199,0,B,17,9,0.0,stuck,106,1296.7,33423
211,300,-50.118,0,B,9,9,0.0,,106,1309.7,33723
212,1,-0.188,0,B,9,17,0.0,stuck,107,1309.7,33724
213,300,-50.075,0,B,17,17,0.0,,107,1322.9,34024
214,1,-0.195,0,B,17,16,0.0,stuck,108,1322.9,34025
215,300,-56.67,0,B,16,16,0.0,,108,1335.8,34325
216,1,-0.22,0,B,16,1,0.0,stuck,109,1335.9,34326
217,300,-47.126,0,B,1,1,0.0,,109,1349.1,34626
218,1,-0.187,0,B,1,17,0.0,stuck,110,1349.1,34627
219,300,-47.757,0,B,17,17,0.0,,110,1362.1,34927
220,1,-0.165,0,B,17,17,0.0,stuck,111,1362.1,34928
221,300,-48.323,0,B,17,17,0.0,,111,1375.1,35228
222,1,-0.178,0,B,17,8,0.0,stuck,112,1375.1,35229
223,300,-53.599,0,B,8,8,0.0,,112,1388.1,35529
224,1,-0.211,0,B,8,17,0.0,stuck,113,1388.1,35530
225,300,-55.41,0,B,17,17,0.0,,113,1401.1,35830
226,1,-0.175,0,B,17,17,0.0,stuck,114,1401.2,35831
227,300,-60.111,0,B,17,17,0.0,,114,1414.2,36131
228,1,-0.201,0,B,17,16,0.0,stuck,115,1414.3,36132
229,300,-65.067,0,B,16,16,0.0,,115,1427.3,36432
230,1,-0.217,0,B,16,9,0.0,stuck,116,1427.4,36433
231,300,-53.479,0,B,9,9,0.0,,116,1440.7,36733
232,1,-0.182,0,B,9,9,0.0,stuck,117,1440.8,36734
233,300,-56.337,0,B,9,9,0.0,,117,1454.5,37034
234,1,-0.196,0,B,9,9,0.0,stuck,118,1454.6,37035
235,300,-54.121,0,B,9,2,0.0,,118,1469.9,37335
236,300,-41.217,0,B,2,2,0.0,,118,1484.0,37635
237,199,-28.931,0,B,2,9,0.0,stuck,119,1493.1,37834
238,300,-60.889,0,B,9,10,0.0,,119,1506.3,38134
239,153,-23.764,0,B,10,9,0.0,escape,120,1513.1,38287
240,300,-48.95,0,B,9,9,0.0,,120,1526.1,38587
241,1,-0.172,0,B,9,16,0.0,stuck,121,1526.2,38588
242,300,-61.746,0,B,16,16,0.0,,121,1539.3,38888
243,1,-0.219,0,B,16,8,0.0,stuck,122,1539.4,38889
244,300,-58.594,0,B,8,8,0.0,,122,1552.5,39189
245,1,-0.214,0,B,8,9,0.0,stuck,123,1552.6,39190
246,300,-54.471,0,B,9,9,0.0,,123,1565.6,39490
247,1,-0.163,0,B,9,9,0.0,stuck,124,1565.6,39491
248,300,-53.456,0,B,9,9,0.0,,124,1578.8,39791
249,1,-0.182,0,B,9,17,0.0,stuck,125,1578.9,39792
250,300,-52.15,0,B,17,17,0.0,,125,1592.0,40092
251,1,-0.198,0,B,17,1,0.0,stuck,126,1592.1,40093
252,300,-59.105,0,B,1,1,0.0,,126,1605.2,40393
253,1,-0.183,0,B,1,16,0.0,stuck,127,1605.2,40394
254,300,-55.501,0,B,16,16,0.0,,127,1618.4,40694
255,1,-0.209,0,B,16,18,0.0,stuck,128,1618.4,40695
256,92,-4.639,1,A,18,21,0.0,,128,1622.5,40787
257,300,-52.897,0,A,21,21,0.0,,128,1635.7,41087
258,1,-0.155,0,A,21,6,0.0,stuck,129,1635.7,41088
259,300,-59.962,0,A,6,7,0.0,,129,1649.1,41388
260,130,-26.604,0,A,7,30,0.0,escape,130,1655.0,41518
261,300,-55.075,0,A,30,30,0.0,,130,1668.3,41818
262,1,-0.177,0,A,30,30,0.0,stuck,131,1668.4,41819
263,300,-63.276,0,A,30,30,0.0,,131,1682.1,42119
264,1,-0.196,0,A,30,22,0.0,stuck,132,1682.1,42120
265,300,-61.587,0,A,22,23,0.0,,132,1696.0,42420
266,146,-31.471,0,A,23,23,0.0,stuck,133,1702.6,42566
267,300,-69.056,0,A,23,23,0.0,,133,1719.9,42866
268,280,-65.114,0,A,23,23,0.0,stuck,134,1733.6,43146
269,300,-61.046,0,A,23,23,0.0,,134,1749.9,43446
270,1,-0.211,0,A,23,15,0.0,stuck,135,1749.9,43447
271,300,-57.889,0,A,15,15,0.0,,135,1763.5,43747
272,1,-0.208,0,A,15,14,0.0,stuck,136,1763.6,43748
273,300,-52.918,0,A,14,14,0.0,,136,1776.8,44048
274,1,-0.185,0,A,14,15,0.0,stuck,137,1776.8,44049
275,300,-63.791,0,A,15,15,0.0,,137,1790.3,44349
276,1,-0.22,0,A,15,21,0.0,stuck,138,1790.4,44350
277,300,-47.848,0,A,21,21,0.0,,138,1804.8,44650
278,1,-0.16,0,A,21,15,0.0,stuck,139,1804.8,44651
279,300,-66.045,0,A,15,15,0.0,,139,1818.4,44951
280,1,-0.224,0,A,15,14,0.0,stuck,140,1818.5,44952
281,300,-56.748,0,A,14,14,0.0,,140,1833.4,45252
282,1,-0.19,0,A,14,21,0.0,stuck,141,1833.5,45253
283,300,-46.275,0,A,21,21,0.0,,141,1849.6,45553
284,1,-0.154,0,A,21,6,0.0,stuck,142,1849.7,45554
285,300,-55.944,0,A,6,6,0.0,,142,1864.2,45854
286,1,-0.181,0,A,6,14,0.0,stuck,143,1864.2,45855
287,300,-58.382,0,A,14,14,0.0,,143,1880.6,46155
288,1,-0.191,0,A,14,23,0.0,stuck,144,1880.7,46156
289,300,-58.264,0,A,23,23,0.0,,144,1895.1,46456
290,1,-0.211,0,A,23,23,0.0,stuck,145,1895.1,46457
291,300,-60.641,0,A,23,23,0.0,,145,1909.8,46757
292,1,-0.209,0,A,23,22,0.0,stuck,146,1909.9,46758
293,300,-45.139,0,A,22,31,0.0,,146,1927.5,47058
294,168,-35.823,0,A,31,14,0.0,stuck,147,1937.3,47226
295,300,-54.275,0,A,14,22,0.0,,147,1951.0,47526
296,117,-21.294,0,A,22,14,0.0,stuck,148,1956.2,47643
297,257,-26.294,0,A,14,14,0.0,escape,149,1967.5,47900
298,300,-46.685,0,A,14,7,0.0,,149,1982.3,48200
299,193,-47.167,0,A,7,13,0.0,stuck,150,1991.3,48393
300,300,-64.008,0,A,13,15,0.0,,150,2006.1,48693
301,252,-58.09,0,A,15,14,0.0,stuck,151,2017.4,48945
302,300,-61.69,0,A,14,15,0.0,,151,2030.6,49245
303,283,-68.525,0,A,15,14,0.0,stuck,152,2043.2,49528
304,300,-64.931,0,A,14,14,0.0,,152,2056.6,49828
305,1,-0.202,0,A,14,14,0.0,stuck,153,2056.6,49829
306,300,-61.852,0,A,14,14,0.0,,153,2143.1,50129
307,1,-0.2,0,A,14,30,0.0,stuck,154,2143.1,50130
308,300,-51.127,0,A,30,30,0.0,,154,2156.9,50430
309,1,-0.17,0,A,30,22,0.0,stuck,155,2156.9,50431
310,300,-48.739,0,A,22,22,0.0,,155,2170.7,50731
311,1,-0.176,0,A,22,21,0.0,stuck,156,2170.7,50732
312,300,-48.258,0,A,21,21,0.0,,156,2185.3,51032
313,1,-0.16,0,A,21,23,0.0,stuck,157,2185.3,51033
314,300,-61.71,0,A,23,23,0.0,,157,2200.8,51333
315,1,-0.209,0,A,23,30,0.0,stuck,158,2200.9,51334
316,300,-51.404,0,A,30,30,0.0,,158,2215.4,51634
317,1,-0.185,0,A,30,14,0.0,stuck,159,2215.4,51635
318,300,-56.563,0,A,14,14,0.0,,159,2229.2,51935
319,1,-0.198,0,A,14,22,0.0,stuck,160,2229.2,51936
320,300,-47.483,0,A,22,22,0.0,,160,2242.5,52236
321,1,-0.16,0,A,22,23,0.0,stuck,161,2242.6,52237
322,300,-62.88,0,A,23,23,0.0,,161,2256.0,52537
323,1,-0.218,0,A,23,22,0.0,stuck,162,2256.0,52538
324,300,-48.069,0,A,22,22,0.0,,162,2269.2,52838
325,1,-0.176,0,A,22,14,0.0,stuck,163,2269.2,52839
326,300,-54.632,0,A,14,14,0.0,,163,2282.3,53139
327,1,-0.182,0,A,14,22,0.0,stuck,164,2282.4,53140
328,300,-53.037,0,A,22,22,0.0,,164,2295.5,53440
329,1,-0.185,0,A,22,30,0.0,stuck,165,2295.6,53441
330,300,-57.651,0,A,30,30,0.0,,165,2308.8,53741
331,1,-0.203,0,A,30,23,0.0,stuck,166,2308.8,53742
332,300,-59.867,0,A,23,23,0.0,,166,2322.1,54042
333,1,-0.213,0,A,23,14,0.0,stuck,167,2322.1,54043
334,300,-57.225,0,A,14,15,0.0,,167,2335.0,54343
335,271,-61.188,0,A,15,13,0.0,stuck,168,2346.7,54614
336,300,-51.696,0,A,13,13,0.0,,168,2359.5,54914
337,1,-0.158,0,A,13,14,0.0,stuck,169,2359.5,54915
338,300,-36.824,0,A,14,15,0.0,,169,2372.6,55215
339,300,-75.369,0,A,15,23,0.0,,169,2385.8,55515
340,3,-0.675,0,A,23,14,0.0,stuck,170,2385.9,55518
341,300,-68.495,0,A,14,14,0.0,,170,2399.2,55818
342,1,-0.187,0,A,14,14,0.0,stuck,171,2399.2,55819
343,300,-75.706,0,A,14,14,0.0,,171,2412.1,56119
344,1,-0.171,0,A,14,23,0.0,stuck,172,2412.2,56120
345,300,-70.439,0,A,23,23,0.0,,172,2425.0,56420
346,1,-0.213,0,A,23,14,0.0,stuck,173,2425.0,56421
347,300,-72.807,0,A,14,14,0.0,,173,2437.9,56721
348,1,-0.173,0,A,14,15,0.0,stuck,174,2438.0,56722
349,300,-83.151,0,A,15,15,0.0,,174,2451.3,57022
350,1,-0.21,0,A,15,31,0.0,stuck,175,2451.4,57023
351,300,-64.585,0,A,31,31,0.0,,175,2464.6,57323
352,1,-0.21,0,A,31,14,0.0,stuck,176,2464.6,57324
353,300,-62.227,0,A,14,14,0.0,,176,2477.8,57624
354,1,-0.19,0,A,14,22,0.0,stuck,177,2477.9,57625
355,300,-51.697,0,A,22,22,0.0,,177,2491.3,57925
356,1,-0.183,0,A,22,15,0.0,stuck,178,2491.4,57926
357,300,-59.951,0,A,15,15,0.0,,178,2505.0,58226
358,1,-0.213,0,A,15,22,0.0,stuck,179,2505.0,58227
359,300,-56.56,0,A,22,22,0.0,,179,2518.5,58527
360,1,-0.19,0,A,22,14,0.0,stuck,180,2518.6,58528
361,300,-49.377,0,A,14,14,0.0,,180,2531.8,58828
362,1,-0.161,0,A,14,22,0.0,stuck,181,2531.9,58829
363,300,-51.442,0,A,22,22,0.0,,181,2545.0,59129
364,1,-0.189,0,A,22,22,0.0,stuck,182,2545.1,59130
365,300,-53.959,0,A,22,22,0.0,,182,2558.6,59430
366,1,-0.197,0,A,22,22,0.0,stuck,183,2558.6,59431
367,300,-52.977,0,A,22,22,0.0,,183,2573.2,59731
368,1,-0.199,0,A,22,23,0.0,stuck,184,2573.2,59732
369,300,-60.395,0,A,23,23,0.0,,184,2586.5,60032
370,1,-0.216,0,A,23,22,0.0,stuck,185,2586.5,60033
371,300,-56.954,0,A,22,22,0.0,,185,2599.6,60333
372,1,-0.169,0,A,22,14,0.0,stuck,186,2599.7,60334
373,300,-59.041,0,A,14,14,0.0,,186,2612.5,60634
374,1,-0.188,0,A,14,6,0.0,stuck,187,2612.6,60635
375,300,-63.775,0,A,6,6,0.0,,187,2625.9,60935
376,1,-0.185,0,A,6,22,0.0,stuck,188,2625.9,60936
377,300,-56.218,0,A,22,22,0.0,,188,2638.9,61236
378,1,-0.181,0,A,22,22,0.0,stuck,189,2638.9,61237
379,300,-57.449,0,A,22,22,0.0,,189,2651.9,61537
380,1,-0.164,0,A,22,22,0.0,stuck,190,2652.0,61538
381,300,-54.736,0,A,22,22,0.0,,190,2664.9,61838
382,1,-0.19,0,A,22,31,0.0,stuck,191,2665.0,61839
383,300,-62.554,0,A,31,31,0.0,,191,2678.1,62139
384,1,-0.208,0,A,31,7,0.0,stuck,192,2678.1,62140
385,300,-59.197,0,A,7,7,0.0,,192,2691.2,62440
386,1,-0.204,0,A,7,22,0.0,stuck,193,2691.2,62441
387,300,-59.192,0,A,22,22,0.0,,193,2704.4,62741
388,32,-5.673,0,A,22,6,0.0,stuck,194,2705.7,62773
389,300,-58.465,0,A,6,6,0.0,,194,2718.6,63073
390,54,-9.012,0,A,6,6,0.0,stuck,195,2720.8,63127
391,300,-56.067,0,A,6,6,0.0,,195,2733.9,63427
392,1,-0.201,0,A,6,15,0.0,stuck,196,2733.9,63428
393,300,-54.183,0,A,15,15,0.0,,196,2746.8,63728
394,1,-0.213,0,A,15,31,0.0,stuck,197,2746.8,63729
395,132,-26.174,0,A,31,23,0.0,escape,198,2752.5,63861
396,300,-54.458,0,A,23,23,0.0,,198,2765.5,64161
397,1,-0.214,0,A,23,22,0.0,stuck,199,2765.6,64162
398,300,-46.866,0,A,22,22,0.0,,199,2778.6,64462
399,1,-0.169,0,A,22,15,0.0,stuck,200,2778.7,64463
400,300,-57.33,0,A,15,15,0.0,,200,2791.7,64763
401,1,-0.202,0,A,15,22,0.0,stuck,201,2791.8,64764
402,300,-55.705,0,A,22,22,0.0,,201,2804.6,65064
403,1,-0.198,0,A,22,15,0.0,stuck,202,2804.6,65065
404,300,-63.918,0,A,15,15,0.0,,202,2817.6,65365
405,1,-0.207,0,A,15,14,0.0,stuck,203,2817.7,65366
406,300,-65.861,0,A,14,14,0.0,,203,2830.6,65666
407,1,-0.197,0,A,14,14,0.0,stuck,204,2830.7,65667
408,300,-50.822,0,A,14,14,0.0,,204,2843.8,65967
409,1,-0.174,0,A,14,6,0.0,stuck,205,2843.8,65968
410,300,-57.493,0,A,6,6,0.0,,205,2856.7,66268
411,1,-0.183,0,A,6,13,0.0,stuck,206,2856.7,66269
412,300,-50.513,0,A,13,13,0.0,,206,2869.5,66569
413,1,-0.157,0,A,13,7,0.0,stuck,207,2869.6,66570
414,300,-63.962,0,A,7,7,0.0,,207,2882.6,66870
415,1,-0.209,0,A,7,15,0.0,stuck,208,2882.6,66871
416,300,-62.279,0,A,15,15,0.0,,208,2895.5,67171
417,1,-0.212,0,A,15,22,0.0,stuck,209,2895.6,67172
418,300,-48.863,0,A,22,22,0.0,,209,2909.2,67472
419,1,-0.172,0,A,22,22,0.0,stuck,210,2909.2,67473
420,300,-55.907,0,A,22,22,0.0,,210,2922.5,67773
