episode,steps,return,success,target,interventions_total,wallclock_s,global_step
207,300,-64.027,0,B,0,2274.6,62043
208,300,-65.83,0,A,0,2284.8,62343
209,300,-70.054,0,B,0,2295.0,62643
210,300,-54.028,0,A,0,2305.4,62943
211,300,-49.285,0,B,0,2315.6,63243
212,300,-49.893,0,A,0,2326.0,63543
213,300,-63.393,0,B,0,2336.4,63843
214,300,-54.114,0,A,0,2346.7,64143
215,300,-55.65,0,B,0,2356.9,64443
216,300,-49.293,0,A,0,2367.4,64743
217,300,-69.329,0,B,0,2377.5,65043
218,300,-46.859,0,A,0,2387.9,65343
219,300,-43.962,0,B,0,2398.0,65643
220,300,-57.901,0,A,0,2408.2,65943
221,300,-46.664,0,B,0,2418.3,66243
222,300,-67.12,0,A,0,2428.7,66543
223,300,-50.666,0,B,0,2438.9,66843
224,300,-53.533,0,A,0,2449.1,67143
225,300,-51.127,0,B,0,2460.6,67443
226,300,-61.135,0,A,0,2470.9,67743
227,300,-56.899,0,B,0,2481.4,68043
228,300,-45.995,0,A,0,2491.7,68343
229,300,-64.085,0,B,0,2501.9,68643
230,300,-59.049,0,A,0,2512.3,68943
231,300,-52.686,0,B,0,2522.6,69243
232,300,-36.188,0,A,0,2533.1,69543
233,300,-36.242,0,B,0,2543.4,69843
234,300,-56.168,0,A,0,2553.6,70143
235,300,-47.336,0,B,0,2563.8,70443
236,300,-59.103,0,A,0,2573.9,70743
237,300,-46.084,0,B,0,2584.2,71043
238,300,-48.101,0,A,0,2594.5,71343
239,300,-60.548,0,B,0,2604.7,71643
240,300,-48.592,0,A,0,2614.8,71943
241,300,-61.47,0,B,0,2625.3,72243
242,300,-45.383,0,A,0,2635.5,72543
243,300,-65.475,0,B,0,2645.5,72843
244,300,-60.119,0,A,0,2655.7,73143
245,300,-61.125,0,B,0,2666.0,73443
246,300,-56.605,0,A,0,2676.2,73743
247,300,-58.672,0,B,0,2686.3,74043
248,300,-54.365,0,A,0,2696.6,74343
249,300,-52.698,0,B,0,2706.8,74643
250,300,-54.963,0,A,0,2716.8,74943
251,300,-54.573,0,B,0,2777.8,75243
252,300,-56.762,0,A,0,2788.0,75543
253,300,-60.19,0,B,0,2798.2,75843
254,300,-50.61,0,A,0,2808.5,76143
255,300,-59.02,0,B,0,2818.5,76443
256,300,-55.732,0,A,0,2828.8,76743
257,300,-58.53,0,B,0,2839.2,77043
258,300,-60.733,0,A,0,2849.5,77343
259,300,-52.564,0,B,0,2859.7,77643
260,300,-58.919,0,A,0,2870.1,77943
261,300,-57.697,0,B,0,2880.3,78243
262,300,-59.102,0,A,0,2890.7,78543
263,300,-54.358,0,B,0,2901.0,78843
264,300,-40.252,0,A,0,2911.2,79143
265,300,-57.605,0,B,0,2921.6,79443
266,300,-40.396,0,A,0,2932.0,79743
267,300,-70.227,0,B,0,2942.1,80043
268,300,-46.303,0,A,0,2952.4,80343
269,300,-62.004,0,B,0,2962.6,80643
270,300,-46.553,0,A,0,2972.9,80943
271,300,-64.019,0,B,0,2983.1,81243
272,300,-49.085,0,A,0,2993.8,81543
273,300,-60.726,0,B,0,3004.1,81843
274,300,-46.082,0,A,0,3014.3,82143
275,300,-55.611,0,B,0,3024.6,82443
276,300,-53.814,0,A,0,3034.7,82743
277,300,-56.452,0,B,0,3045.1,83043
278,300,-54.051,0,A,0,3055.4,83343
279,300,-55.837,0,B,0,3065.7,83643
280,300,-38.905,0,A,0,3076.1,83943
281,300,-57.419,0,B,0,3086.5,84243
282,300,-52.722,0,A,0,3096.6,84543
283,300,-50.278,0,B,0,3106.8,84843
284,300,-48.162,0,A,0,3117.2,85143
285,300,-49.04,0,B,0,3127.4,85443
286,160,-10.782,1,A,0,3132.9,85603
287,300,-56.804,0,B,0,3143.1,85903
288,300,-44.658,0,A,0,3153.3,86203
289,300,-63.187,0,B,0,3163.5,86503
290,300,-48.646,0,A,0,3173.8,86803
291,300,-50.073,0,B,0,3184.0,87103
292,300,-54.687,0,A,0,3194.2,87403
293,300,-67.611,0,B,0,3204.7,87703
294,300,-61.461,0,A,0,3214.9,88003
295,300,-65.55,0,B,0,3225.2,88303
296,300,-53.44,0,A,0,3235.5,88603
297,300,-77.492,0,B,0,3245.6,88903
298,300,-38.827,0,A,0,3255.9,89203
299,300,-71.716,0,B,0,3266.1,89503
300,300,-62.65,0,A,0,3276.3,89803
301,300,-46.497,0,B,0,3286.5,90103
302,300,-54.293,0,A,0,3296.8,90403
303,300,-66.896,0,B,0,3307.1,90703
304,300,-61.943,0,A,0,3317.3,91003
305,300,-45.922,0,B,0,3327.5,91303
306,300,-40.989,0,A,0,3337.7,91603
307,300,-66.874,0,B,0,3348.0,91903
308,300,-58.694,0,A,0,3358.3,92203
309,300,-63.549,0,B,0,3368.5,92503
310,300,-51.184,0,A,0,3378.8,92803
311,300,-63.08,0,B,0,3389.0,93103
312,300,-58.173,0,A,0,3399.3,93403
313,300,-43.51,0,B,0,3409.4,93703
314,300,-55.163,0,A,0,3419.7,94003
315,300,-56.754,0,B,0,3429.8,94303
316,300,-64.535,0,A,0,3439.9,94603
317,300,-55.883,0,B,0,3450.3,94903
318,300,-61.062,0,A,0,3460.8,95203
319,300,-57.655,0,B,0,3471.1,95503
320,300,-64.602,0,A,0,3481.4,95803
321,300,-55.042,0,B,0,3491.7,96103
322,300,-56.15,0,A,0,3501.9,96403
323,300,-61.875,0,B,0,3512.1,96703
324,300,-62.958,0,A,0,3522.5,97003
325,300,-60.86,0,B,0,3532.8,97303
326,300,-74.617,0,A,0,3542.9,97603
327,300,-48.425,0,B,0,3553.1,97903
328,300,-91.311,0,A,0,3563.4,98203
329,300,-49.038,0,B,0,3573.7,98503
330,300,-70.604,0,A,0,3583.9,98803
331,300,-46.822,0,B,0,3594.3,99103
332,300,-58.1,0,A,0,3604.4,99403
333,300,-54.82,0,B,0,3614.8,99703
334,300,-64.511,0,A,0,3678.2,100003
335,300,-51.147,0,B,0,3689.3,100303
336,300,-61.753,0,A,0,3699.5,100603
337,300,-48.228,0,B,0,3709.7,100903
338,300,-65.205,0,A,0,3720.0,101203
339,300,-52.832,0,B,0,3730.3,101503
340,300,-63.147,0,A,0,3740.5,101803
341,300,-53.284,0,B,0,3750.9,102103
342,300,-50.301,0,A,0,3761.2,102403
343,300,-49.267,0,B,0,3771.6,102703
344,300,-63.017,0,A,0,3781.8,103003
345,300,-56.992,0,B,0,3792.0,103303
346,300,-49.836,0,A,0,3802.2,103603
347,300,-50.863,0,B,0,3812.5,103903
348,300,-56.274,0,A,0,3822.8,104203
349,300,-55.343,0,B,0,3833.1,104503
350,300,-58.095,0,A,0,3843.3,104803
351,300,-46.946,0,B,0,3853.6,105103
352,300,-59.1,0,A,0,3864.0,105403
353,300,-54.576,0,B,0,3874.2,105703
354,300,-55.626,0,A,0,3884.6,106003
355,300,-80.031,0,B,0,3895.0,106303
356,300,-42.491,0,A,0,3905.3,106603
357,300,-47.181,0,B,0,3915.5,106903
358,300,-56.223,0,A,0,3926.0,107203
359,300,-46.03,0,B,0,3936.3,107503
360,300,-55.518,0,A,0,3946.9,107803
361,300,-62.766,0,B,0,3957.3,108103
362,300,-50.58,0,A,0,3967.5,108403
363,300,-52.587,0,B,0,3977.8,108703
364,300,-53.316,0,A,0,3988.1,109003
365,300,-60.947,0,B,0,3998.2,109303
366,300,-63.825,0,A,0,4008.5,109603
367,300,-60.665,0,B,0,4018.9,109903
368,300,-41.657,0,A,0,4029.5,110203
369,300,-57.304,0,B,0,4040.0,110503
370,300,-52.376,0,A,0,4050.2,110803
371,300,-54.71,0,B,0,4060.5,111103
372,300,-35.221,0,A,0,4070.8,111403
373,300,-56.475,0,B,0,4081.0,111703
374,300,-54.729,0,A,0,4091.4,112003
375,300,-63.067,0,B,0,4102.4,112303
376,300,-51.711,0,A,0,4112.7,112603
377,300,-53.51,0,B,0,4123.0,112903
378,300,-56.466,0,A,0,4133.2,113203
379,300,-53.165,0,B,0,4143.4,113503
380,300,-62.535,0,A,0,4153.7,113803
381,300,-53.541,0,B,0,4164.2,114103
382,300,-59.828,0,A,0,4174.4,114403
383,300,-52.845,0,B,0,4184.6,114703
384,300,-54.124,0,A,0,4194.8,115003
385,300,-52.247,0,B,0,4205.2,115303
386,300,-59.457,0,A,0,4215.5,115603
387,300,-54.427,0,B,0,4225.9,115903
388,300,-62.349,0,A,0,4236.2,116203
389,300,-53.259,0,B,0,4246.7,116503
390,300,-63.446,0,A,0,4256.9,116803
391,300,-53.409,0,B,0,4267.3,117103
392,300,-64.876,0,A,0,4277.7,117403
393,300,-56.432,0,B,0,4288.2,117703
394,300,-59.036,0,A,0,4298.3,118003
395,300,-55.16,0,B,0,4308.6,118303
396,300,-58.82,0,A,0,4318.8,118603
397,300,-52.087,0,B,0,4329.1,118903
398,300,-49.144,0,A,0,4339.1,119203
399,300,-53.59,0,B,0,4349.3,119503
400,300,-60.977,0,A,0,4359.3,119803
401,300,-57.915,0,B,0,4369.6,120103
402,300,-49.876,0,A,0,4379.8,120403
403,300,-40.292,0,B,0,4390.2,120703
404,300,-51.949,0,A,0,4400.6,121003
405,300,-56.192,0,B,0,4410.9,121303
406,300,-47.783,0,A,0,4423.5,121603
407,300,-35.145,0,B,0,4433.9,121903
408,300,-72.375,0,A,0,4444.1,122203
409,300,-47.294,0,B,0,4454.5,122503
410,300,-63.955,0,A,0,4464.9,122803
411,300,-56.02,0,B,0,4475.3,123103
412,300,-62.823,0,A,0,4485.8,123403
413,300,-36.565,0,B,0,4496.0,123703
414,300,-55.826,0,A,0,4506.3,124003
415,300,-56.074,0,B,0,4516.5,124303
416,300,-64.605,0,A,0,4526.6,124603
417,300,-40.251,0,B,0,4536.4,124903
418,300,-53.232,0,A,0,4599.4,125203
419,300,-54.752,0,B,0,4609.6,125503
420,300,-63.698,0,A,0,4619.8,125803
421,300,-52.12,0,B,0,4629.9,126103
422,300,-47.679,0,A,0,4640.2,126403
423,300,-46.707,0,B,0,4650.4,126703
424,300,-55.82,0,A,0,4660.6,127003
425,300,-47.748,0,B,0,4670.8,127303
426,300,-55.507,0,A,0,4681.1,127603
427,300,-57.326,0,B,0,4691.4,127903
428,300,-56.976,0,A,0,4701.6,128203
429,300,-62.239,0,B,0,4712.1,128503
430,300,-52.762,0,A,0,4722.3,128803
431,300,-61.634,0,B,0,4732.6,129103
432,300,-60.903,0,A,0,4743.0,129403
433,300,-53.574,0,B,0,4753.2,129703
434,94,-0.604,1,A,0,4756.4,129797
435,300,-48.253,0,B,0,4766.8,130097
436,300,-56.752,0,A,0,4777.6,130397
437,300,-47.554,0,B,0,4787.8,130697
438,300,-50.86,0,A,0,4798.1,130997
439,300,-50.645,0,B,0,4808.4,131297
440,300,-54.863,0,A,0,4818.7,131597
441,300,-60.456,0,B,0,4829.0,131897
442,300,-63.74,0,A,0,4839.3,132197
443,300,-67.864,0,B,0,4849.9,132497
444,300,-23.263,0,A,0,4860.4,132797
445,300,-50.645,0,B,0,4870.6,133097
446,300,-60.44,0,A,0,4881.9,133397
447,300,-59.736,0,B,0,4896.6,133697
448,300,-56.558,0,A,0,4909.3,133997
449,300,-50.716,0,B,0,4920.3,134297
450,300,-49.162,0,A,0,4931.1,134597
451,300,-58.741,0,B,0,4941.8,134897
452,300,-54.187,0,A,0,4953.4,135197
453,300,-57.581,0,B,0,4964.7,135497
454,179,-11.9,1,A,0,4971.1,135676
455,300,-53.473,0,B,0,4981.7,135976
456,93,-3.599,1,A,0,4984.9,136069
457,300,-57.839,0,B,0,4995.5,136369
458,300,-30.764,0,A,0,5006.1,136669
459,300,-55.42,0,B,0,5016.6,136969
460,300,-33.162,0,A,0,5027.0,137269
461,300,-41.376,0,B,0,5037.6,137569
462,300,-30.252,0,A,0,5047.8,137869
463,300,-54.529,0,B,0,5058.5,138169
464,300,-49.214,0,A,0,5069.2,138469
465,300,-50.078,0,B,0,5079.9,138769
466,41,3.936,1,A,0,5081.3,138810
467,300,-57.437,0,B,0,5092.0,139110
468,300,-52.056,0,A,0,5102.5,139410
469,177,-20.286,1,B,0,5108.7,139587
470,300,-40.611,0,A,0,5119.1,139887
471,300,-55.321,0,B,0,5129.7,140187
472,300,-60.033,0,A,0,5140.1,140487
473,300,-55.463,0,B,0,5150.8,140787
474,300,-60.449,0,A,0,5161.2,141087
475,300,-41.513,0,B,0,5171.7,141387
476,300,-50.587,0,A,0,5182.4,141687
477,300,-55.984,0,B,0,5193.0,141987
478,300,-46.301,0,A,0,5203.3,142287
479,300,-45.556,0,B,0,5214.4,142587
480,300,-53.343,0,A,0,5224.9,142887
481,300,-58.694,0,B,0,5235.2,143187
482,300,-46.74,0,A,0,5245.9,143487
483,300,-57.504,0,B,0,5256.3,143787
484,300,-55.712,0,A,0,5266.7,144087
485,300,-44.293,0,B,0,5277.2,144387
486,300,-60.473,0,A,0,5287.7,144687
487,300,-56.007,0,B,0,5298.2,144987
488,300,-54.202,0,A,0,5308.7,145287
489,300,-50.236,0,B,0,5319.4,145587
490,300,-50.569,0,A,0,5329.8,145887
491,300,-56.093,0,B,0,5341.0,146187
492,300,-60.821,0,A,0,5351.5,146487
493,300,-52.065,0,B,0,5362.0,146787
494,300,-59.638,0,A,0,5372.6,147087
495,300,-55.111,0,B,0,5383.0,147387
496,300,-50.415,0,A,0,5393.5,147687
497,300,-46.425,0,B,0,5404.0,147987
498,300,-54.096,0,A,0,5414.5,148287
499,300,-60.404,0,B,0,5425.1,148587
500,300,-56.377,0,A,0,5435.7,148887
501,300,-53.783,0,B,0,5446.4,149187
502,300,-28.645,0,A,0,5457.0,149487
503,300,-52.849,0,B,0,5467.5,149787
504,300,-46.925,0,A,0,5533.1,150087
505,300,-43.304,0,B,0,5543.6,150387
506,193,-20.408,1,A,0,5550.4,150580
507,300,-50.131,0,B,0,5560.9,150880
508,300,-53.153,0,A,0,5571.4,151180
509,300,-32.931,0,B,0,5581.8,151480
510,300,-44.984,0,A,0,5592.3,151780
511,300,-61.66,0,B,0,5602.8,152080
512,41,3.495,1,A,0,5604.3,152121
513,300,-58.796,0,B,0,5614.8,152421
514,300,-41.123,0,A,0,5625.5,152721
515,300,-60.168,0,B,0,5635.9,153021
516,300,-40.293,0,A,0,5646.3,153321
517,300,-63.234,0,B,0,5656.7,153621
518,300,-62.15,0,A,0,5667.3,153921
519,300,-58.388,0,B,0,5677.9,154221
520,300,-42.171,0,A,0,5688.3,154521
521,300,-24.966,0,B,0,5699.2,154821
522,300,-48.711,0,A,0,5709.7,155121
523,300,-58.669,0,B,0,5720.2,155421
524,229,-9.597,1,A,0,5728.3,155650
525,300,-53.827,0,B,0,5738.8,155950
526,179,-12.208,1,A,0,5745.2,156129
527,300,-43.981,0,B,0,5755.9,156429
528,300,-57.342,0,A,0,5766.4,156729
529,300,-35.152,0,B,0,5777.1,157029
530,300,-55.75,0,A,0,5788.0,157329
531,234,-30.63,1,B,0,5796.1,157563
532,300,-58.448,0,A,0,5806.6,157863
533,300,-43.655,0,B,0,5817.3,158163
534,300,-52.205,0,A,0,5827.7,158463
535,300,-58.825,0,B,0,5838.5,158763
536,105,-6.509,1,A,0,5842.0,158868
537,300,-54.266,0,B,0,5852.4,159168
538,300,-40.748,0,A,0,5862.6,159468
539,300,-46.633,0,B,0,5873.1,159768
540,300,-42.815,0,A,0,5883.8,160068
541,300,-49.564,0,B,0,5894.3,160368
542,300,-60.32,0,A,0,5904.8,160668
543,300,-60.592,0,B,0,5915.2,160968
544,300,-34.844,0,A,0,5925.7,161268
545,113,-8.0,1,B,0,5929.7,161381
546,300,-37.764,0,A,0,5940.4,161681
547,300,-63.2,0,B,0,5951.0,161981
548,300,-43.076,0,A,0,5961.7,162281
549,300,-63.606,0,B,0,5972.3,162581
550,300,-50.853,0,A,0,5982.8,162881
551,259,-19.358,1,B,0,5991.8,163140
552,300,-61.028,0,A,0,6002.1,163440
553,300,-62.499,0,B,0,6012.8,163740
554,299,-30.42,1,A,0,6023.2,164039
555,300,-60.573,0,B,0,6033.8,164339
556,300,-53.308,0,A,0,6044.2,164639
557,300,-63.048,0,B,0,6054.6,164939
558,300,-51.339,0,A,0,6065.1,165239
559,300,-63.548,0,B,0,6075.6,165539
560,300,-35.192,0,A,0,6086.3,165839
561,300,-64.963,0,B,0,6096.8,166139
562,300,-32.534,0,A,0,6107.2,166439
563,300,-62.397,0,B,0,6117.8,166739
564,300,-43.997,0,A,0,6128.2,167039
565,300,-60.681,0,B,0,6138.5,167339
566,300,-50.378,0,A,0,6148.9,167639
567,300,-62.493,0,B,0,6159.2,167939
568,300,-59.114,0,A,0,6169.7,168239
569,300,-50.691,0,B,0,6180.2,168539
570,300,-57.189,0,A,0,6190.9,168839
571,116,-11.143,1,B,0,6195.0,168955
572,300,-60.699,0,A,0,6205.5,169255
573,300,-30.063,0,B,0,6216.1,169555
574,300,-40.515,0,A,0,6226.6,169855
575,300,-50.813,0,B,0,6237.1,170155
576,300,-51.252,0,A,0,6247.8,170455
577,251,-33.578,1,B,0,6257.2,170706
578,300,-61.957,0,A,0,6268.0,171006
579,300,-63.296,0,B,0,6278.4,171306
580,300,-45.419,0,A,0,6288.8,171606
581,300,-61.585,0,B,0,6299.2,171906
582,300,-49.191,0,A,0,6309.7,172206
583,300,-35.536,0,B,0,6320.3,172506
584,300,-41.734,0,A,0,6331.0,172806
585,64,0.026,1,B,0,6333.3,172870
586,300,-51.57,0,A,0,6344.7,173170
587,77,-1.401,1,B,0,6347.4,173247
588,300,-37.207,0,A,0,6358.1,173547
589,204,-26.015,1,B,0,6365.2,173751
590,300,-31.681,0,A,0,6375.6,174051
591,300,-51.535,0,B,0,6385.8,174351
592,300,-56.667,0,A,0,6396.0,174651
593,300,-50.542,0,B,0,6406.5,174951
594,66,0.129,1,A,0,6460.5,175017
595,300,-60.338,0,B,0,6471.1,175317
596,300,-32.185,0,A,0,6481.7,175617
597,300,-64.262,0,B,0,6492.3,175917
598,300,-43.249,0,A,0,6502.7,176217
599,300,-53.94,0,B,0,6513.2,176517
600,300,-34.476,0,A,0,6523.9,176817
601,300,-60.111,0,B,0,6534.5,177117
602,300,-44.296,0,A,0,6545.1,177417
603,300,-56.875,0,B,0,6555.5,177717
604,300,-47.798,0,A,0,6566.1,178017
605,300,-59.815,0,B,0,6576.6,178317
606,300,-57.452,0,A,0,6587.2,178617
607,300,-56.442,0,B,0,6598.0,178917
608,300,-33.27,0,A,0,6608.5,179217
609,300,-48.525,0,B,0,6619.0,179517
610,300,-28.921,0,A,0,6629.7,179817
