episode,steps,return,success,target,interventions_total,wallclock_s,global_step
140,300,-63.115,0,A,0,1533.2,41754
141,300,-57.486,0,A,0,1543.4,42054
142,300,-66.099,0,A,0,1553.6,42354
143,300,-58.682,0,A,0,1563.7,42654
144,300,-67.46,0,A,0,1573.8,42954
145,300,-69.209,0,A,0,1584.3,43254
146,300,-61.822,0,A,0,1594.6,43554
147,300,-53.847,0,A,0,1604.8,43854
148,300,-51.353,0,A,0,1614.9,44154
149,300,-54.414,0,A,0,1625.0,44454
150,300,-52.469,0,A,0,1635.2,44754
151,300,-48.844,0,A,0,1645.2,45054
152,300,-46.494,0,A,0,1655.2,45354
153,300,-44.823,0,A,0,1665.2,45654
154,300,-68.921,0,A,0,1675.5,45954
155,300,-46.556,0,A,0,1685.7,46254
156,300,-55.094,0,A,0,1695.9,46554
157,300,-57.811,0,A,0,1706.3,46854
158,300,-66.164,0,A,0,1716.6,47154
159,300,-69.532,0,A,0,1726.7,47454
160,300,-64.075,0,A,0,1736.8,47754
161,300,-65.131,0,A,0,1747.1,48054
162,300,-64.514,0,A,0,1757.4,48354
163,300,-67.92,0,A,0,1767.5,48654
164,300,-71.367,0,A,0,1777.7,48954
165,300,-69.37,0,A,0,1787.9,49254
166,300,-73.959,0,A,0,1798.1,49554
167,300,-76.443,0,A,0,1808.2,49854
168,300,-71.718,0,A,0,1868.8,50154
169,300,-73.244,0,A,0,1879.0,50454
170,300,-74.98,0,A,0,1889.4,50754
171,300,-75.577,0,A,0,1899.4,51054
172,300,-74.058,0,A,0,1909.6,51354
173,300,-74.983,0,A,0,1919.8,51654
174,300,-75.003,0,A,0,1929.9,51954
175,300,-87.371,0,A,0,1940.1,52254
176,300,-78.766,0,A,0,1950.4,52554
177,300,-81.24,0,A,0,1960.5,52854
178,300,-77.609,0,A,0,1970.8,53154
179,300,-77.159,0,A,0,1981.0,53454
180,300,-77.549,0,A,0,1991.1,53754
181,300,-79.737,0,A,0,2001.4,54054
182,300,-86.47,0,A,0,2011.5,54354
183,300,-83.971,0,A,0,2021.6,54654
184,300,-76.787,0,A,0,2031.9,54954
185,300,-83.994,0,A,0,2042.1,55254
186,300,-81.3,0,A,0,2052.4,55554
187,300,-75.4,0,A,0,2062.9,55854
188,300,-84.755,0,A,0,2073.1,56154
189,300,-78.539,0,A,0,2083.3,56454
190,300,-77.821,0,A,0,2093.5,56754
191,300,-75.123,0,A,0,2103.5,57054
192,300,-79.265,0,A,0,2113.5,57354
193,300,-73.54,0,A,0,2123.8,57654
194,300,-75.091,0,A,0,2134.0,57954
195,300,-74.849,0,A,0,2144.1,58254
196,300,-70.774,0,A,0,2155.4,58554
197,300,-97.204,0,A,0,2165.7,58854
198,300,-91.629,0,A,0,2176.0,59154
199,300,-76.55,0,A,0,2186.5,59454
200,300,-76.744,0,A,0,2196.6,59754
201,300,-76.085,0,A,0,2206.9,60054
202,300,-77.774,0,A,0,2217.0,60354
203,300,-98.18,0,A,0,2227.3,60654
204,300,-102.272,0,A,0,2237.6,60954
205,300,-92.578,0,A,0,2247.8,61254
206,300,-87.967,0,A,0,2258.2,61554
207,300,-89.849,0,A,0,2268.5,61854
208,300,-88.683,0,A,0,2278.6,62154
209,300,-88.725,0,A,0,2288.9,62454
210,300,-88.082,0,A,0,2299.2,62754
211,300,-89.647,0,A,0,2309.5,63054
212,300,-89.823,0,A,0,2319.8,63354
213,300,-87.536,0,A,0,2330.0,63654
214,300,-87.44,0,A,0,2340.3,63954
215,300,-87.181,0,A,0,2350.5,64254
216,300,-86.597,0,A,0,2360.8,64554
217,300,-85.549,0,A,0,2371.3,64854
218,300,-85.606,0,A,0,2381.6,65154
219,300,-84.149,0,A,0,2391.9,65454
220,300,-85.853,0,A,0,2402.1,65754
221,300,-86.848,0,A,0,2412.4,66054
222,300,-74.967,0,A,0,2422.6,66354
223,300,-69.635,0,A,0,2432.7,66654
224,300,-66.656,0,A,0,2442.8,66954
225,300,-65.082,0,A,0,2453.1,67254
226,300,-66.927,0,A,0,2464.0,67554
227,300,-66.949,0,A,0,2474.4,67854
228,300,-66.16,0,A,0,2484.9,68154
229,300,-77.416,0,A,0,2495.1,68454
230,300,-75.674,0,A,0,2505.1,68754
231,300,-72.36,0,A,0,2515.3,69054
232,300,-71.218,0,A,0,2525.6,69354
233,300,-83.262,0,A,0,2535.9,69654
234,300,-77.868,0,A,0,2546.1,69954
235,300,-81.286,0,A,0,2556.4,70254
236,300,-82.051,0,A,0,2566.7,70554
237,300,-79.698,0,A,0,2576.8,70854
238,300,-83.604,0,A,0,2587.0,71154
239,300,-79.495,0,A,0,2597.3,71454
240,300,-73.453,0,A,0,2607.5,71754
241,300,-72.673,0,A,0,2617.7,72054
242,300,-68.909,0,A,0,2627.8,72354
243,300,-65.456,0,A,0,2637.8,72654
244,300,-63.609,0,A,0,2648.0,72954
245,300,-63.425,0,A,0,2658.3,73254
246,300,-64.616,0,A,0,2668.6,73554
247,300,-66.321,0,A,0,2678.9,73854
248,300,-67.256,0,A,0,2689.1,74154
249,300,-65.388,0,A,0,2699.3,74454
250,300,-64.69,0,A,0,2709.5,74754
251,300,-65.653,0,A,0,2769.5,75054
252,300,-66.66,0,A,0,2779.8,75354
253,300,-65.102,0,A,0,2790.0,75654
254,300,-64.998,0,A,0,2800.2,75954
255,300,-66.05,0,A,0,2810.5,76254
256,300,-66.231,0,A,0,2820.6,76554
257,300,-65.951,0,A,0,2830.8,76854
258,300,-83.085,0,A,0,2840.9,77154
259,300,-74.256,0,A,0,2851.2,77454
260,300,-67.047,0,A,0,2861.5,77754
261,300,-67.348,0,A,0,2871.7,78054
262,300,-84.995,0,A,0,2881.8,78354
263,300,-76.617,0,A,0,2892.0,78654
264,300,-77.299,0,A,0,2902.2,78954
265,300,-69.698,0,A,0,2912.4,79254
266,300,-64.017,0,A,0,2922.8,79554
267,300,-62.713,0,A,0,2933.0,79854
268,300,-62.645,0,A,0,2943.2,80154
269,300,-62.555,0,A,0,2953.3,80454
270,300,-62.856,0,A,0,2963.6,80754
271,300,-63.173,0,A,0,2973.7,81054
272,300,-64.598,0,A,0,2984.0,81354
273,300,-64.309,0,A,0,2994.7,81654
274,300,-66.751,0,A,0,3004.9,81954
275,300,-66.904,0,A,0,3015.1,82254
276,300,-66.914,0,A,0,3025.5,82554
277,300,-66.802,0,A,0,3035.5,82854
278,300,-68.579,0,A,0,3045.7,83154
279,300,-69.657,0,A,0,3055.9,83454
280,300,-71.963,0,A,0,3066.2,83754
281,300,-74.935,0,A,0,3076.5,84054
282,300,-76.748,0,A,0,3086.7,84354
283,300,-70.196,0,A,0,3096.9,84654
284,300,-75.222,0,A,0,3107.0,84954
285,300,-81.452,0,A,0,3117.2,85254
286,300,-76.799,0,A,0,3127.3,85554
287,300,-75.137,0,A,0,3137.5,85854
288,300,-70.616,0,A,0,3147.7,86154
289,300,-91.488,0,A,0,3157.8,86454
290,300,-69.61,0,A,0,3168.0,86754
291,300,-72.072,0,A,0,3178.1,87054
292,300,-90.522,0,A,0,3188.5,87354
293,300,-64.403,0,A,0,3198.8,87654
294,300,-87.768,0,A,0,3209.3,87954
295,300,-62.702,0,A,0,3219.4,88254
296,300,-64.929,0,A,0,3229.6,88554
297,300,-79.854,0,A,0,3239.8,88854
298,300,-78.448,0,A,0,3250.1,89154
299,300,-68.828,0,A,0,3260.4,89454
300,126,-9.552,1,B,0,3264.7,89580
301,300,-61.006,0,B,0,3275.0,89880
302,300,-76.527,0,B,0,3285.4,90180
303,300,-88.564,0,B,0,3295.7,90480
304,300,-89.92,0,B,0,3306.0,90780
305,300,-89.31,0,B,0,3316.3,91080
306,300,-83.851,0,B,0,3326.7,91380
307,300,-83.102,0,B,0,3336.7,91680
308,300,-78.706,0,B,0,3347.0,91980
309,300,-74.352,0,B,0,3357.2,92280
310,300,-70.241,0,B,0,3367.3,92580
311,300,-67.422,0,B,0,3377.5,92880
312,300,-65.704,0,B,0,3387.8,93180
313,300,-68.082,0,B,0,3398.0,93480
314,300,-68.862,0,B,0,3408.0,93780
315,300,-71.776,0,B,0,3418.2,94080
316,300,-75.082,0,B,0,3428.4,94380
317,300,-76.542,0,B,0,3438.6,94680
318,300,-75.037,0,B,0,3448.9,94980
319,300,-78.035,0,B,0,3459.4,95280
320,300,-78.274,0,B,0,3469.5,95580
321,300,-77.227,0,B,0,3479.8,95880
322,300,-74.917,0,B,0,3490.1,96180
323,300,-74.059,0,B,0,3500.2,96480
324,300,-69.886,0,B,0,3510.4,96780
325,300,-68.562,0,B,0,3520.5,97080
326,300,-88.476,0,B,0,3530.7,97380
327,300,-71.675,0,B,0,3540.7,97680
328,300,-64.482,0,B,0,3551.0,97980
329,300,-66.288,0,B,0,3561.1,98280
330,300,-71.028,0,B,0,3571.3,98580
331,300,-72.348,0,B,0,3581.4,98880
332,300,-72.243,0,B,0,3591.5,99180
333,300,-69.071,0,B,0,3601.8,99480
334,300,-74.182,0,B,0,3612.0,99780
335,300,-71.165,0,B,0,3671.1,100080
336,300,-71.703,0,B,0,3681.9,100380
337,300,-72.509,0,B,0,3692.5,100680
338,300,-61.505,0,B,0,3702.7,100980
339,300,-71.678,0,B,0,3713.0,101280
340,300,-71.109,0,B,0,3723.3,101580
341,300,-74.683,0,B,0,3733.6,101880
342,300,-76.713,0,B,0,3743.9,102180
343,300,-76.162,0,B,0,3754.3,102480
344,300,-77.715,0,B,0,3764.7,102780
345,300,-73.457,0,B,0,3775.1,103080
346,300,-75.546,0,B,0,3785.2,103380
347,300,-74.593,0,B,0,3795.4,103680
348,300,-72.56,0,B,0,3805.7,103980
349,300,-81.872,0,B,0,3816.0,104280
350,300,-104.438,0,B,0,3826.3,104580
351,300,-100.501,0,B,0,3836.7,104880
352,300,-103.799,0,B,0,3846.8,105180
353,300,-96.736,0,B,0,3857.0,105480
354,300,-89.314,0,B,0,3867.3,105780
355,300,-78.501,0,B,0,3877.5,106080
356,300,-74.612,0,B,0,3887.7,106380
357,300,-77.688,0,B,0,3898.1,106680
358,300,-73.965,0,B,0,3908.2,106980
359,300,-72.507,0,B,0,3918.5,107280
360,300,-68.382,0,B,0,3929.2,107580
361,300,-70.646,0,B,0,3939.5,107880
362,300,-71.612,0,B,0,3950.0,108180
363,300,-65.699,0,B,0,3960.2,108480
364,300,-67.095,0,B,0,3970.3,108780
365,300,-68.592,0,B,0,3980.4,109080
366,300,-68.575,0,B,0,3990.6,109380
367,300,-66.746,0,B,0,4000.8,109680
368,300,-66.762,0,B,0,4010.9,109980
369,300,-65.671,0,B,0,4021.2,110280
370,300,-65.93,0,B,0,4032.0,110580
371,300,-63.395,0,B,0,4042.2,110880
372,300,-65.459,0,B,0,4052.5,111180
373,300,-66.177,0,B,0,4062.9,111480
374,300,-66.994,0,B,0,4073.0,111780
375,300,-63.833,0,B,0,4083.3,112080
376,300,-65.581,0,B,0,4094.1,112380
377,300,-64.165,0,B,0,4104.6,112680
378,300,-59.192,0,B,0,4114.7,112980
379,300,-61.718,0,B,0,4124.9,113280
380,300,-66.629,0,B,0,4135.1,113580
381,300,-69.119,0,B,0,4145.2,113880
382,300,-69.635,0,B,0,4155.6,114180
383,300,-65.516,0,B,0,4166.0,114480
384,300,-64.075,0,B,0,4176.2,114780
385,300,-62.709,0,B,0,4186.4,115080
386,300,-62.472,0,B,0,4196.6,115380
387,300,-60.876,0,B,0,4206.8,115680
388,300,-61.529,0,B,0,4217.1,115980
389,300,-62.268,0,B,0,4227.2,116280
390,300,-59.078,0,B,0,4237.3,116580
391,300,-58.212,0,B,0,4247.6,116880
392,300,-57.895,0,B,0,4257.8,117180
393,300,-57.578,0,B,0,4268.1,117480
394,300,-56.923,0,B,0,4278.4,117780
395,300,-58.006,0,B,0,4288.9,118080
396,300,-57.422,0,B,0,4299.0,118380
397,300,-58.526,0,B,0,4309.0,118680
398,300,-58.923,0,B,0,4319.2,118980
399,300,-57.138,0,B,0,4329.3,119280
400,300,-57.259,0,B,0,4339.6,119580
401,300,-57.202,0,B,0,4349.8,119880
402,300,-57.566,0,B,0,4360.0,120180
403,300,-57.649,0,B,0,4370.3,120480
404,300,-57.505,0,B,0,4380.4,120780
405,300,-60.11,0,B,0,4390.9,121080
406,300,-58.035,0,B,0,4401.1,121380
407,300,-59.17,0,B,0,4411.5,121680
408,300,-59.012,0,B,0,4424.1,121980
409,300,-57.64,0,B,0,4434.5,122280
410,300,-59.702,0,B,0,4444.6,122580
411,300,-60.813,0,B,0,4454.9,122880
412,300,-61.068,0,B,0,4465.1,123180
413,300,-59.712,0,B,0,4475.4,123480
414,300,-59.005,0,B,0,4485.8,123780
415,300,-60.583,0,B,0,4496.0,124080
416,300,-59.007,0,B,0,4506.4,124380
417,300,-64.421,0,B,0,4516.6,124680
418,300,-60.355,0,B,0,4526.7,124980
419,300,-60.381,0,B,0,4587.1,125280
420,300,-59.504,0,B,0,4597.2,125580
421,300,-61.815,0,B,0,4607.4,125880
422,300,-60.739,0,B,0,4617.3,126180
423,300,-63.206,0,B,0,4627.4,126480
424,300,-64.441,0,B,0,4637.6,126780
425,300,-63.26,0,B,0,4647.8,127080
426,300,-63.485,0,B,0,4658.0,127380
427,300,-61.133,0,B,0,4668.1,127680
428,300,-62.169,0,B,0,4678.4,127980
429,300,-62.915,0,B,0,4688.7,128280
430,300,-63.576,0,B,0,4698.8,128580
431,300,-64.763,0,B,0,4709.2,128880
432,300,-63.429,0,B,0,4719.3,129180
433,300,-69.632,0,B,0,4729.6,129480
434,300,-73.637,0,B,0,4740.0,129780
435,300,-76.094,0,B,0,4750.3,130080
436,300,-66.746,0,B,0,4760.5,130380
437,300,-64.426,0,B,0,4771.0,130680
438,300,-68.173,0,B,0,4781.4,130980
439,300,-67.37,0,B,0,4791.7,131280
440,300,-61.139,0,B,0,4801.9,131580
441,300,-60.654,0,B,0,4812.0,131880
442,300,-58.952,0,B,0,4822.2,132180
443,300,-56.466,0,B,0,4832.6,132480
444,300,-54.801,0,B,0,4842.9,132780
445,300,-55.084,0,B,0,4853.6,133080
446,300,-55.459,0,B,0,4863.8,133380
447,300,-55.912,0,B,0,4873.9,133680
448,300,-55.304,0,B,0,4887.3,133980
449,300,-55.169,0,B,0,4900.7,134280
450,300,-55.871,0,B,0,4912.6,134580
451,300,-55.179,0,B,0,4923.6,134880
452,300,-54.921,0,B,0,4934.3,135180
453,300,-55.282,0,B,0,4944.7,135480
454,300,-55.391,0,B,0,4956.4,135780
455,300,-56.979,0,B,0,4967.0,136080
456,300,-56.858,0,B,0,4977.0,136380
457,300,-57.107,0,B,0,4987.0,136680
458,300,-56.138,0,B,0,4997.0,136980
459,300,-57.836,0,B,0,5007.0,137280
460,300,-57.438,0,B,0,5017.0,137580
461,300,-58.221,0,B,0,5027.1,137880
462,300,-56.978,0,B,0,5037.0,138180
463,300,-61.56,0,B,0,5047.1,138480
464,300,-56.683,0,B,0,5056.9,138780
465,300,-58.281,0,B,0,5066.9,139080
466,300,-57.953,0,B,0,5076.8,139380
467,300,-55.321,0,B,0,5086.8,139680
468,300,-58.482,0,B,0,5096.9,139980
469,300,-60.515,0,B,0,5106.9,140280
470,300,-72.363,0,B,0,5116.9,140580
471,300,-69.408,0,B,0,5126.9,140880
472,300,-64.974,0,B,0,5136.9,141180
473,300,-66.991,0,B,0,5146.9,141480
474,300,-67.577,0,B,0,5156.9,141780
475,300,-67.323,0,B,0,5166.9,142080
476,300,-66.004,0,B,0,5176.8,142380
477,300,-67.24,0,B,0,5186.7,142680
478,300,-67.806,0,B,0,5196.9,142980
479,300,-64.732,0,B,0,5207.3,143280
480,300,-63.055,0,B,0,5217.4,143580
481,300,-57.156,0,B,0,5227.5,143880
482,300,-54.559,0,B,0,5237.6,144180
483,300,-60.079,0,B,0,5247.6,144480
484,300,-55.866,0,B,0,5257.8,144780
485,300,-61.835,0,B,0,5268.0,145080
486,300,-62.31,0,B,0,5278.0,145380
487,300,-60.983,0,B,0,5288.0,145680
488,300,-69.297,0,B,0,5297.9,145980
489,300,-70.594,0,B,0,5307.8,146280
490,300,-62.62,0,B,0,5318.1,146580
491,300,-58.873,0,B,0,5328.4,146880
492,300,-61.37,0,B,0,5339.0,147180
493,300,-60.785,0,B,0,5349.1,147480
494,300,-57.219,0,B,0,5359.1,147780
495,300,-58.064,0,B,0,5369.0,148080
496,300,-57.331,0,B,0,5379.1,148380
497,300,-57.178,0,B,0,5389.1,148680
498,300,-57.406,0,B,0,5398.9,148980
499,300,-56.076,0,B,0,5408.8,149280
500,300,-66.027,0,B,0,5418.7,149580
501,300,-56.02,0,B,0,5428.5,149880
502,300,-55.195,0,B,0,5487.5,150180
503,300,-57.644,0,B,0,5497.3,150480
504,300,-78.262,0,B,0,5507.1,150780
505,300,-57.74,0,B,0,5516.9,151080
506,300,-60.469,0,B,0,5526.9,151380
507,300,-59.289,0,B,0,5536.6,151680
508,300,-60.684,0,B,0,5546.5,151980
509,300,-60.478,0,B,0,5556.4,152280
510,300,-59.494,0,B,0,5566.5,152580
511,300,-59.077,0,B,0,5576.6,152880
512,300,-58.619,0,B,0,5586.4,153180
513,300,-58.284,0,B,0,5596.1,153480
514,300,-59.024,0,B,0,5606.0,153780
515,300,-60.683,0,B,0,5616.0,154080
516,300,-57.918,0,B,0,5625.9,154380
517,300,-57.543,0,B,0,5635.8,154680
518,300,-56.268,0,B,0,5645.8,154980
519,300,-58.5,0,B,0,5655.8,155280
520,300,-56.03,0,B,0,5665.9,155580
521,300,-57.643,0,B,0,5675.8,155880
522,300,-58.955,0,B,0,5685.6,156180
523,300,-59.504,0,B,0,5695.5,156480
524,300,-57.231,0,B,0,5705.3,156780
525,300,-57.069,0,B,0,5715.0,157080
526,300,-59.693,0,B,0,5724.8,157380
527,300,-58.881,0,B,0,5734.8,157680
528,300,-58.385,0,B,0,5744.7,157980
529,300,-60.119,0,B,0,5754.6,158280
530,300,-60.484,0,B,0,5764.4,158580
531,300,-59.689,0,B,0,5774.3,158880
532,300,-60.518,0,B,0,5784.5,159180
533,300,-60.29,0,B,0,5794.3,159480
534,300,-59.568,0,B,0,5804.3,159780
535,300,-61.934,0,B,0,5814.2,160080
536,300,-66.72,0,B,0,5824.1,160380
537,300,-58.817,0,B,0,5834.0,160680
538,300,-80.054,0,B,0,5844.1,160980
539,300,-71.373,0,B,0,5854.1,161280
540,300,-71.756,0,B,0,5864.2,161580
541,300,-69.751,0,B,0,5874.3,161880
542,300,-61.62,0,B,0,5884.5,162180
543,300,-58.961,0,B,0,5894.7,162480
544,300,-66.558,0,B,0,5904.8,162780
545,300,-61.755,0,B,0,5914.7,163080
546,300,-59.253,0,B,0,5924.6,163380
547,300,-58.563,0,B,0,5934.4,163680
548,300,-58.37,0,B,0,5944.4,163980
549,300,-60.992,0,B,0,5954.2,164280
550,300,-61.79,0,B,0,5964.4,164580
551,300,-60.682,0,B,0,5974.5,164880
552,300,-60.334,0,B,0,5984.5,165180
553,300,-57.476,0,B,0,5994.5,165480
554,300,-58.752,0,B,0,6004.6,165780
555,300,-57.663,0,B,0,6014.4,166080
556,300,-56.033,0,B,0,6024.4,166380
557,300,-60.128,0,B,0,6034.2,166680
558,300,-60.223,0,B,0,6044.1,166980
559,300,-61.563,0,B,0,6054.0,167280
560,300,-63.26,0,B,0,6063.9,167580
561,300,-64.969,0,B,0,6073.8,167880
562,300,-65.797,0,B,0,6084.0,168180
563,300,-65.215,0,B,0,6094.2,168480
564,300,-65.015,0,B,0,6104.3,168780
565,300,-60.764,0,B,0,6114.2,169080
566,300,-63.69,0,B,0,6124.0,169380
567,300,-63.325,0,B,0,6134.2,169680
568,300,-59.119,0,B,0,6144.3,169980
569,300,-50.291,0,B,0,6154.5,170280
570,300,-39.017,0,B,0,6164.7,170580
571,176,-8.317,1,A,0,6170.6,170756
572,300,-66.081,0,A,0,6180.5,171056
573,300,-43.037,0,A,0,6190.4,171356
574,300,-46.603,0,A,0,6200.5,171656
575,300,-51.112,0,A,0,6210.6,171956
576,300,-46.613,0,A,0,6220.6,172256
577,300,-44.981,0,A,0,6230.5,172556
578,300,-63.069,0,A,0,6240.4,172856
579,300,-74.783,0,A,0,6250.4,173156
580,300,-78.565,0,A,0,6260.8,173456
581,300,-77.128,0,A,0,6271.1,173756
582,300,-74.776,0,A,0,6281.0,174056
583,300,-69.487,0,A,0,6291.0,174356
584,300,-68.856,0,A,0,6301.1,174656
585,300,-66.386,0,A,0,6311.1,174956
586,300,-71.548,0,A,0,6372.1,175256
587,300,-66.993,0,A,0,6382.3,175556
588,300,-68.095,0,A,0,6392.2,175856
589,300,-64.701,0,A,0,6402.3,176156
590,300,-68.166,0,A,0,6412.7,176456
591,300,-63.991,0,A,0,6422.6,176756
592,300,-64.069,0,A,0,6432.8,177056
593,300,-61.584,0,A,0,6442.9,177356
594,300,-60.619,0,A,0,6453.1,177656
595,300,-63.507,0,A,0,6463.1,177956
596,300,-66.274,0,A,0,6473.2,178256
597,300,-61.506,0,A,0,6483.4,178556
598,300,-61.075,0,A,0,6493.4,178856
599,300,-57.859,0,A,0,6503.5,179156
600,300,-60.28,0,A,0,6513.6,179456
601,300,-59.372,0,A,0,6523.7,179756
602,300,-58.171,0,A,0,6533.7,180056
603,300,-58.769,0,A,0,6543.7,180356
604,300,-64.883,0,A,0,6553.6,180656
605,300,-62.705,0,A,0,6563.8,180956
606,300,-61.571,0,A,0,6573.7,181256
607,300,-62.258,0,A,0,6583.5,181556
608,300,-62.573,0,A,0,6593.4,181856
609,300,-66.494,0,A,0,6603.3,182156
610,300,-65.916,0,A,0,6613.1,182456
