episode,steps,return,success,target,interventions_total,wallclock_s,global_step
578,300,-61.577,0,A,0,3020.6,140420
579,300,-25.309,0,B,0,3027.2,140720
580,42,2.993,1,A,0,3028.1,140762
581,28,6.083,1,B,0,3028.7,140790
582,44,3.793,1,A,0,3029.7,140834
583,186,-9.572,1,B,0,3033.7,141020
584,300,-29.069,0,A,0,3040.2,141320
585,300,-32.85,0,B,0,3046.9,141620
586,300,-50.912,0,A,0,3053.5,141920
587,144,-11.063,1,B,0,3056.9,142064
588,52,1.947,1,A,0,3058.3,142116
589,251,-11.839,1,B,0,3064.1,142367
590,78,-0.087,1,A,0,3065.9,142445
591,300,-42.089,0,B,0,3072.6,142745
592,115,-5.401,1,A,0,3075.1,142860
593,300,-31.805,0,B,0,3081.8,143160
594,118,-3.807,1,A,0,3084.4,143278
595,300,-48.437,0,B,0,3091.0,143578
596,186,-19.988,1,A,0,3095.1,143764
597,300,-53.206,0,B,0,3101.7,144064
598,53,1.404,1,A,0,3102.9,144117
599,95,0.369,1,B,0,3105.0,144212
600,144,-10.01,1,A,0,3108.2,144356
601,51,3.594,1,B,0,3109.3,144407
602,300,-36.073,0,A,0,3116.3,144707
603,286,-23.672,1,B,0,3123.3,144993
604,56,1.043,1,A,0,3124.5,145049
605,300,-51.709,0,B,0,3131.2,145349
606,300,-39.884,0,A,0,3137.9,145649
607,231,-26.614,1,B,0,3143.0,145880
608,64,1.853,1,A,0,3144.5,145944
609,300,-43.314,0,B,0,3151.1,146244
610,91,-3.428,1,A,0,3153.1,146335
611,300,-47.052,0,B,0,3159.8,146635
612,300,-52.452,0,A,0,3166.4,146935
613,26,6.132,1,B,0,3167.0,146961
614,300,-50.192,0,A,0,3173.7,147261
