episode,steps,return,success,target,start_bin,delivered_bin,designer_bonus,intervention_kind,interventions_total,wallclock_s,global_step
271,300,-50.651,0,B,,16,0.0,,55,1095.4,64289
272,300,-37.392,0,B,,25,0.0,,55,1100.6,64589
273,300,-33.834,0,B,,10,0.0,,55,1105.9,64889
274,300,-35.885,0,B,,17,0.0,,55,1111.1,65189
275,300,-47.796,0,B,,16,0.0,,55,1116.4,65489
276,239,-27.947,0,B,,16,0.0,escape,56,1120.9,65728
277,300,-42.542,0,B,,1,0.0,,56,1126.0,66028
278,300,-40.629,0,B,,9,0.0,,56,1131.2,66328
279,300,-56.26,0,B,,8,0.0,,56,1136.3,66628
280,300,-55.306,0,B,,8,0.0,,56,1141.7,66928
281,300,-32.344,0,B,,2,0.0,,56,1147.0,67228
282,300,-40.856,0,B,,1,0.0,,56,1152.4,67528
283,60,2.336,1,B,,11,0.0,,56,1153.4,67588
284,300,-41.233,0,B,,1,0.0,,56,1158.7,67888
285,300,-43.304,0,B,,17,0.0,,56,1163.7,68188
286,300,-49.259,0,B,,16,0.0,,56,1168.8,68488
287,82,-10.36,0,B,,1,0.0,escape,57,1170.4,68570
288,58,-9.379,0,B,,17,0.0,escape,58,1171.5,68628
289,77,-10.142,0,B,,25,0.0,escape,59,1172.8,68705
290,300,-37.393,0,B,,2,0.0,,59,1178.0,69005
291,300,-45.934,0,B,,8,0.0,,59,1183.2,69305
292,300,-33.828,0,B,,18,0.0,,59,1188.6,69605
293,300,-49.956,0,B,,24,0.0,,59,1194.1,69905
294,300,-40.208,0,B,,17,0.0,,59,1199.3,70205
295,300,-44.163,0,B,,25,0.0,,59,1204.6,70505
296,300,-44.701,0,B,,8,0.0,,59,1211.0,70805
297,300,-49.831,0,B,,16,0.0,,59,1216.7,71105
298,300,-60.522,0,B,,8,0.0,,59,1222.4,71405
299,300,-46.515,0,B,,1,0.0,,59,1227.8,71705
300,300,-37.335,0,B,,10,0.0,,59,1233.1,72005
301,300,-45.726,0,B,,18,0.0,,59,1238.7,72305
302,300,-71.94,0,B,,9,0.0,,59,1244.2,72605
303,300,-68.762,0,B,,16,0.0,,59,1249.6,72905
304,300,-75.359,0,B,,9,0.0,,59,1254.9,73205
305,300,-59.149,0,B,,25,0.0,,59,1260.1,73505
306,300,-82.748,0,B,,16,0.0,,59,1265.3,73805
307,300,-87.486,0,B,,16,0.0,,59,1270.9,74105
308,300,-87.789,0,B,,8,0.0,,59,1276.3,74405
309,300,-82.934,0,B,,16,0.0,,59,1281.5,74705
310,300,-84.797,0,B,,16,0.0,,59,1300.6,75005
311,300,-58.612,0,B,,9,0.0,,59,1305.9,75305
312,300,-66.308,0,B,,8,0.0,,59,1310.9,75605
313,300,-58.358,0,B,,25,0.0,,59,1316.3,75905
314,300,-60.889,0,B,,9,0.0,,59,1321.6,76205
315,300,-55.842,0,B,,26,0.0,,59,1326.8,76505
316,300,-62.13,0,B,,25,0.0,,59,1332.0,76805
317,300,-64.832,0,B,,9,0.0,,59,1337.2,77105
318,300,-60.039,0,B,,1,0.0,,59,1342.3,77405
319,300,-61.582,0,B,,9,0.0,,59,1347.4,77705
320,300,-61.017,0,B,,16,0.0,,59,1352.8,78005
321,300,-34.015,0,B,,18,0.0,,59,1358.2,78305
322,34,-2.631,0,B,,10,0.0,escape,60,1358.8,78339
323,31,9.168,1,B,,19,0.0,,60,1359.3,78370
324,300,-44.249,0,B,,9,0.0,,60,1364.7,78670
325,18,-2.526,0,B,,8,0.0,escape,61,1365.0,78688
326,300,-62.066,0,B,,9,0.0,,61,1370.2,78988
327,36,-5.236,0,B,,18,0.0,escape,62,1370.8,79024
328,40,-5.181,0,B,,17,0.0,escape,63,1371.5,79064
329,21,-3.137,0,B,,16,0.0,escape,64,1371.9,79085
330,300,-55.886,0,B,,24,0.0,,64,1377.2,79385
331,31,-4.648,0,B,,24,0.0,escape,65,1377.7,79416
332,34,9.351,1,B,,20,0.0,,65,1378.3,79450
333,32,-5.464,0,B,,16,0.0,escape,66,1378.8,79482
334,300,-38.225,0,B,,10,0.0,,66,1383.9,79782
335,27,-1.349,0,B,,9,0.0,escape,67,1384.5,79809
336,36,-4.309,0,B,,17,0.0,escape,68,1385.2,79845
337,300,-78.211,0,B,,8,0.0,,68,1390.4,80145
338,39,-2.248,0,B,,18,0.0,escape,69,1391.1,80184
339,20,-3.307,0,B,,9,0.0,escape,70,1391.5,80204
340,300,-44.71,0,B,,18,0.0,,70,1396.7,80504
341,35,-1.832,0,B,,9,0.0,escape,71,1397.4,80539
342,24,-3.423,0,B,,17,0.0,escape,72,1397.9,80563
343,42,-6.274,0,B,,10,0.0,escape,73,1398.7,80605
344,31,9.254,1,B,,19,0.0,,73,1399.3,80636
345,29,9.593,1,B,,11,0.0,,73,1399.8,80665
346,32,7.927,1,B,,19,0.0,,73,1400.4,80697
347,37,-5.086,0,B,,8,0.0,escape,74,1401.0,80734
348,300,-30.533,0,B,,3,0.0,,74,1406.4,81034
349,53,7.109,1,B,,11,0.0,,74,1407.3,81087
350,223,-36.144,0,B,,9,0.0,escape,75,1411.2,81310
351,26,9.085,1,B,,20,0.0,,75,1411.7,81336
352,300,-51.377,0,B,,24,0.0,,75,1416.8,81636
353,28,0.261,0,B,,25,0.0,escape,76,1417.3,81664
354,27,-4.084,0,B,,8,0.0,escape,77,1417.8,81691
355,300,-49.651,0,B,,25,0.0,,77,1423.1,81991
356,300,-58.313,0,B,,17,0.0,,77,1428.4,82291
357,300,-50.045,0,B,,1,0.0,,77,1433.9,82591
358,300,-41.937,0,B,,1,0.0,,77,1439.3,82891
359,300,-47.222,0,B,,1,0.0,,77,1444.9,83191
360,300,-37.003,0,B,,2,0.0,,77,1451.7,83491
361,300,-50.107,0,B,,16,0.0,,77,1457.6,83791
362,300,-44.509,0,B,,1,0.0,,77,1463.2,84091
363,300,-57.938,0,B,,16,0.0,,77,1468.6,84391
364,300,-59.304,0,B,,1,0.0,,77,1473.9,84691
365,300,-43.509,0,B,,1,0.0,,77,1479.1,84991
366,300,-52.361,0,B,,8,0.0,,77,1484.4,85291
367,300,-39.74,0,B,,3,0.0,,77,1489.6,85591
368,300,-43.763,0,B,,9,0.0,,77,1495.1,85891
369,271,-19.149,1,B,,19,0.0,,77,1499.7,86162
370,300,-47.641,0,B,,16,0.0,,77,1504.8,86462
371,300,-39.964,0,B,,9,0.0,,77,1510.0,86762
372,300,-37.117,0,B,,2,0.0,,77,1515.2,87062
373,300,-44.462,0,B,,1,0.0,,77,1520.5,87362
374,300,-54.429,0,B,,8,0.0,,77,1525.9,87662
375,300,-41.213,0,B,,24,0.0,,77,1531.1,87962
376,152,-22.453,0,B,,25,0.0,escape,78,1533.8,88114
377,300,-37.975,0,B,,17,0.0,,78,1538.9,88414
378,292,-47.392,0,B,,25,0.0,escape,79,1544.0,88706
379,300,-43.693,0,B,,9,0.0,,79,1549.2,89006
380,300,-39.925,0,B,,10,0.0,,79,1554.5,89306
381,300,-34.847,0,B,,18,0.0,,79,1559.7,89606
382,300,-35.972,0,B,,17,0.0,,79,1564.8,89906
